employee_id,name,department,salary,age,years_experience,performance_score,city,hire_date,remote_work,salary_band,tenure_years
EMP0364,Employee_364,Marketing,56866.77806303556,46.0,4.0,4.0,Seattle,2012-12-25,Yes,Entry,13.027397260273972
EMP0051,Employee_51,,117572.31091142584,37.0,6.0,5.0,,2010-05-31,Yes,Senior,15.6
EMP0481,Employee_481,HR,,,19.0,1.0,Chicago,2013-12-11,Yes,,12.065753424657535
EMP0175,Employee_175,HR,90795.49713792828,56.0,,4.0,Boston,2011-06-07,No,Senior,14.580821917808219
EMP0446,Employee_446,Operations,66626.96107031603,50.0,8.0,4.0,,2013-08-28,No,Mid,12.353424657534246
EMP0190,Employee_190,Sales,40777.2938198423,28.0,,3.0,San Francisco,2011-07-22,No,Entry,14.457534246575342
EMP0188,Employee_188,HR,80617.98942382271,36.0,2.0,5.0,San Francisco,2011-07-16,Unknown,Mid,14.473972602739726
EMP0476,Employee_476,,,,12.0,4.0,San Francisco,2013-11-26,Yes,,12.106849315068493
EMP0170,Employee_170,HR,76762.46067755065,24.0,16.0,2.0,,2011-05-23,Yes,Mid,14.621917808219179
EMP0059,Employee_59,Engineering,58910.609989902936,63.0,11.0,5.0,San Francisco,2010-06-24,Yes,Entry,15.534246575342467
EMP0475,Employee_475,Marketing,,,0.0,2.0,Seattle,2013-11-23,Yes,,12.115068493150686
EMP0049,Employee_49,Marketing,115047.14104192056,45.0,0.0,4.0,San Francisco,2010-05-25,Yes,Senior,15.616438356164384
EMP0345,Employee_345,Sales,88916.90510195363,42.0,,4.0,Chicago,2012-10-29,Yes,Mid,13.183561643835617
EMP0236,Employee_236,Finance,94429.36714271992,43.0,1.0,3.0,San Francisco,2011-12-07,Unknown,Senior,14.07945205479452
EMP0022,Employee_22,Engineering,82152.41029957413,32.0,8.0,2.0,Austin,2010-03-05,No,Mid,15.838356164383562
EMP0314,Employee_314,,81301.95727114021,50.0,2.0,5.0,,2012-07-28,Unknown,Mid,13.438356164383562
EMP0460,Employee_460,Engineering,,29.0,7.0,,New York,2013-10-09,Yes,,12.238356164383562
EMP0161,Employee_161,Sales,96541.4425436108,49.0,9.0,5.0,New York,2011-04-26,Yes,Senior,14.695890410958905
EMP0277,Employee_277,Finance,84344.93459568004,41.0,5.0,,New York,2012-04-08,Unknown,Mid,13.742465753424657
EMP0444,Employee_444,Sales,79364.30782278985,22.0,12.0,3.0,Chicago,2013-08-22,Yes,Mid,12.36986301369863
EMP0192,Employee_192,Operations,100417.30387773934,50.0,2.0,3.0,Austin,2011-07-28,Unknown,Senior,14.441095890410958
EMP0386,Employee_386,Finance,73750.66448211465,37.0,6.0,,New York,2013-03-01,Unknown,Mid,12.846575342465753
EMP0294,Employee_294,Sales,110431.10189988316,33.0,3.0,3.0,Austin,2012-05-29,Unknown,Senior,13.602739726027398
EMP0414,Employee_414,HR,85595.12278991491,58.0,12.0,3.0,Seattle,2013-05-24,No,Mid,12.616438356164384
EMP0492,Employee_492,HR,,,18.0,2.0,,2014-01-13,Unknown,,11.975342465753425
EMP0344,Employee_344,Marketing,69433.90549195374,61.0,12.0,3.0,New York,2012-10-26,No,Mid,13.191780821917808
EMP0258,Employee_258,Finance,54937.14093763787,47.0,15.0,2.0,,2012-02-11,No,Entry,13.898630136986302
EMP0150,Employee_150,Sales,85947.97342632827,50.0,9.0,4.0,San Francisco,2011-03-24,No,Mid,14.786301369863013
EMP0131,Employee_131,Marketing,95018.34375248762,32.0,12.0,3.0,Austin,2011-01-26,No,Senior,14.942465753424658
EMP0152,Employee_152,Sales,77308.8891154035,53.0,7.0,2.0,San Francisco,2011-03-30,Yes,Mid,14.76986301369863
EMP0360,Employee_360,HR,70485.12373693069,59.0,10.0,2.0,Boston,2012-12-13,Yes,Mid,13.06027397260274
EMP0100,Employee_100,Engineering,56554.92580804652,53.0,3.0,3.0,New York,2010-10-25,Yes,Entry,15.197260273972603
EMP0373,Employee_373,Engineering,67832.84439637573,56.0,18.0,4.0,Boston,2013-01-21,Unknown,Mid,12.953424657534246
EMP0088,Employee_88,HR,112337.48534889048,38.0,5.0,4.0,Austin,2010-09-19,Unknown,Senior,15.295890410958904
EMP0459,Employee_459,Engineering,,47.0,1.0,4.0,New York,2013-10-06,Yes,,12.246575342465754
EMP0331,Employee_331,Sales,87284.55297324079,57.0,1.0,5.0,Seattle,2012-09-17,Yes,Mid,13.2986301369863
EMP0215,Employee_215,Finance,100139.77233290704,39.0,0.0,4.0,Austin,2011-10-05,Unknown,Senior,14.252054794520548
EMP0467,Employee_467,Sales,,,4.0,3.0,Austin,2013-10-30,No,,12.180821917808219
EMP0122,Employee_122,Operations,67720.18460640368,39.0,1.0,3.0,Austin,2010-12-30,Unknown,Mid,15.016438356164384
EMP0021,Employee_21,HR,63647.59141234811,26.0,0.0,4.0,New York,2010-03-02,Unknown,Mid,15.846575342465753
EMP0107,Employee_107,Marketing,86547.36615295237,43.0,18.0,1.0,Austin,2010-11-15,No,Mid,15.139726027397261
EMP0271,Employee_271,Finance,85278.58583825892,53.0,7.0,3.0,Austin,2012-03-21,Yes,Mid,13.791780821917808
EMP0436,Employee_436,Finance,113186.9488037116,44.0,7.0,2.0,Seattle,2013-07-29,No,Senior,12.435616438356165
EMP0103,Employee_103,Sales,118742.83270145128,36.0,14.0,4.0,Seattle,2010-11-03,Yes,Senior,15.172602739726027
